loc_name,status,score,x,y,l_adr,n_sq_rplsa,adresse,c_postal,l_com,n_voie,c_suf1,c_desi,l_voie,pays
,,,,,,"920030229",7 RUE ADOLPHE SCHNEIDER,"92140",Clamart,"7",,RUE,ADOLPHE SCHNEIDER,FRANCE
,,,,,,"920030230",7 RUE DU DOCTEUR FLEMING,"92600",Asni̬res-sur-Seine,"7",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030231",7 RUE FRANCIS DE PRESSENSE,"92290",Ch̢tenay-Malabry,"7",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030232",7 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"7",,RUE,MARIE NODIER,FRANCE
,,,,,,"920030233",7 RUE MAURICE UTRILLO,"92290",Ch̢tenay-Malabry,"7",,RUE,MAURICE UTRILLO,FRANCE
,,,,,,"920030234",7 SQUARE DOUDARD LAGREE,"92600",Asni̬res-sur-Seine,"7",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920030235",7 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"7",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030236",7 SQUARE G.PHILIPPE,"92390",Villeneuve-la-Garenne,"7",,SQUARE,G.PHILIPPE,FRANCE
,,,,,,"920030237",7 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"7",,SQUARE,JEAN VIOLLET,FRANCE
,,,,,,"920030238",7 SQUARE LE VERGER,"92500",Rueil-Malmaison,"7",,SQUARE,LE VERGER,FRANCE
,,,,,,"920030239",71 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"71",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030240",73 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"73",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030241",74 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"74",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030242",75 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"75",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030243",76 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"76",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030244",76 RUE E. VAILLANT,"92300",Levallois-Perret,"76",,RUE,E. VAILLANT,FRANCE
,,,,,,"920030245",77 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"77",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030246",78 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"78",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030247",78 RUE D ALSACE,"92110",Clichy,"78",,RUE,D ALSACE,FRANCE
,,,,,,"920030248",79 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"79",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030249",8 AVENUE DES NATIONS UNIES,"92160",Antony,"8",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920030250",8 AVENUE JOLIOT CURIE,"92000",Nanterre,"8",,AVENUE,JOLIOT CURIE,FRANCE
,,,,,,"920030251",8 ROND-POINT DES MARTYRS,"92220",Bagneux,"8",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030252",8 RUE CARL HEBERT,"92400",Courbevoie,"8",,RUE,CARL HEBERT,FRANCE
,,,,,,"920030253",8 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"8",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920030254",8 RUE DES COTES D AUTY,"92700",Colombes,"8",,RUE,DES COTES D AUTY,FRANCE
,,,,,,"920030255",8 RUE FRANCIS DE PRESSENSE,"92290",Ch̢tenay-Malabry,"8",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030256",8 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"8",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030257",8 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"8",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920030258",80 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"80",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030259",81 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"81",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030260",82 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"82",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030261",83 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"83",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030262",85 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"85",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030263",86 AVENUE C. DE GAULLE,"92350",Le Plessis-Robinson,"86",,AVENUE,C. DE GAULLE,FRANCE
,,,,,,"920030264",87 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"87",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030265",89 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"89",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030266",9 AVENUE DE VERDUN,"92250",La Garenne-Colombes,"9",,AVENUE,DE VERDUN,FRANCE
,,,,,,"920030267",9 BIS RUE CHARLES ET RENE AUFFRAY,"92110",Clichy,"9",BIS,RUE,CHARLES ET RENE AUFFRAY,FRANCE
,,,,,,"920030268",9 ROND-POINT DES MARTYRS,"92220",Bagneux,"9",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030269",9 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"9",,RUE,A LEMAIRE,FRANCE
,,,,,,"920030270",9 RUE DU DOCTEUR FLEMING,"92600",Asni̬res-sur-Seine,"9",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030271",9 RUE FRANCIS DE PRESSENSE,"92290",Ch̢tenay-Malabry,"9",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030272",9 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"9",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030273",9 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"9",,SQUARE,JEAN VIOLLET,FRANCE
,,,,,,"920030274",90 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"90",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030275",91 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"91",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030276",92 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"92",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030277",94 AVENUE DE LA FOUILLEUSE,"92150",Suresnes,"94",,AVENUE,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030278",ALLEE MOZART,"92400",Courbevoie,,,ALLEE,MOZART,FRANCE
,,,,,,"920030279",AVENUE DU PARC,"92400",Courbevoie,,,AVENUE,DU PARC,FRANCE
,,,,,,"920030280",BIS RUE CASTERES,"92110",Clichy,,BIS,RUE,CASTERES,FRANCE
,,,,,,"920030281",ESCALIER CROIX BOSSET,"92310",S̬vres,,,ESCALIER,CROIX BOSSET,FRANCE
,,,,,,"920030282",PLACE SAINT JUST,"92230",Gennevilliers,,,PLACE,SAINT JUST,FRANCE
,,,,,,"920030283",RUE ARLETTY,"92400",Courbevoie,,,RUE,ARLETTY,FRANCE
,,,,,,"920030284",RUE CASTERES,"92110",Clichy,,,RUE,CASTERES,FRANCE
,,,,,,"920030285",RUE CHARLES LINNE,"92600",Asni̬res-sur-Seine,,,RUE,CHARLES LINNE,FRANCE
,,,,,,"920030286",RUE D ESSLING,"92400",Courbevoie,,,RUE,D ESSLING,FRANCE
,,,,,,"920030287",RUE DES BATELIERS,"92110",Clichy,,,RUE,DES BATELIERS,FRANCE
,,,,,,"920030288",RUE DU DOCTEUR ROUX,"92330",Sceaux,,,RUE,DU DOCTEUR ROUX,FRANCE
,,,,,,"920030289",RUE EDGAR QUINET,"92800",Puteaux,,,RUE,EDGAR QUINET,FRANCE
,,,,,,"920030290",RUE ESTIENNE D ORVES,"92110",Clichy,,,RUE,ESTIENNE D ORVES,FRANCE
,,,,,,"920030292",RUE ROMAIN ROLLAND,"92230",Gennevilliers,,,RUE,ROMAIN ROLLAND,FRANCE
,,,,,,"920030293",TOUR GUSTAVE COURBET,"92230",Gennevilliers,,,TOUR,GUSTAVE COURBET,FRANCE
,,,,,,"920030294",TOUR GUSTAVE COURBET,"92230",Gennevilliers,,,TOUR,GUSTAVE COURBET,FRANCE
,,,,,,"930023811",1 ALLEE DE LA HAUTE PIERRE,"93160",Noisy-le-Grand,"1",,ALLEE,DE LA HAUTE PIERRE,FRANCE
,,,,,,"930023812",1 ALLEE DOCTEUR C BERNARD,"93600",Aulnay-sous-Bois,"1",,ALLEE,DOCTEUR C BERNARD,FRANCE
,,,,,,"930023813",1 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"1",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930023814",1 ALLEE FONTAINE AU TONNEAU,"93150",Le Blanc-Mesnil,"1",,ALLEE,FONTAINE AU TONNEAU,FRANCE
,,,,,,"930023815",1 ALLEE KISTEMAECKERS,"93260",Les Lilas,"1",,ALLEE,KISTEMAECKERS,FRANCE
,,,,,,"930023816",1 ALLEE TITOV,"93700",Drancy,"1",,ALLEE,TITOV,FRANCE
,,,,,,"930023817",1 AVENUE CLAUDE BERNARD,"93420",Villepinte,"1",,AVENUE,CLAUDE BERNARD,FRANCE
,,,,,,"930023818",1 AVENUE PT SALVADOR ALLENDE,"93100",Montreuil,"1",,AVENUE,PT SALVADOR ALLENDE,FRANCE
,,,,,,"930023819",1 BIS IMPASSE DU PRESSIN,"93300",Aubervilliers,"1",BIS,IMPASSE,DU PRESSIN,FRANCE
,,,,,,"930023820",1 DE LA DHUYS,"93390",Clichy-sous-Bois,"1",,,DE LA DHUYS,FRANCE
,,,,,,"930023821","1 IMPASSE 1, IMPASSE DES VERGERS","93370",Montfermeil,"1",,IMPASSE,"1, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023822",1 PASSAGE DES LAVANDIERS,"93390",Clichy-sous-Bois,"1",,PASSAGE,DES LAVANDIERS,FRANCE
,,,,,,"930023823",1 PASSE KRASSINE,"93170",Bagnolet,"1",,PASSE,KRASSINE,FRANCE
,,,,,,"930023824",1 PLACE DU COMMERCE,"93600",Aulnay-sous-Bois,"1",,PLACE,DU COMMERCE,FRANCE
,,,,,,"930023825",1 RUE DE LA TERRE ST BLAISE,"93140",Bondy,"1",,RUE,DE LA TERRE ST BLAISE,FRANCE
,,,,,,"930023826",1 RUE DE PORT ROYAL,"93100",Montreuil,"1",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023827",1 RUE FRANCIS DE PRESSENSE,"93300",Aubervilliers,"1",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"930023828",1 RUE GEORGES SAND,"93420",Villepinte,"1",,RUE,GEORGES SAND,FRANCE
,,,,,,"930023829",1 RUE HENRY BORDEAUX,"93110",Rosny-sous-Bois,"1",,RUE,HENRY BORDEAUX,FRANCE
,,,,,,"930023830",1 RUE MARGUERITE YOURCENAR,"93420",Villepinte,"1",,RUE,MARGUERITE YOURCENAR,FRANCE
,,,,,,"930023831",1 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"1",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930023832",10 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"10",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930023833",10 AVENUE MAX DORMOY,"93140",Bondy,"10",,AVENUE,MAX DORMOY,FRANCE
,,,,,,"930023834",10 DE LA DHUYS,"93390",Clichy-sous-Bois,"10",,,DE LA DHUYS,FRANCE
,,,,,,"930023835",10 DES RENOUILLERES,"93360",Neuilly-Plaisance,"10",,,DES RENOUILLERES,FRANCE
,,,,,,"930023836",10 DOMAINE DE LA DHUIS,"93220",Gagny,"10",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930023837","10 IMPASSE 10, IMPASSE DES VERGERS","93370",Montfermeil,"10",,IMPASSE,"10, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023838",10 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"10",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930023839",10 PLACE MARC SANGNIER,"93270",Sevran,"10",,PLACE,MARC SANGNIER,FRANCE
,,,,,,"930023840",10 RESIDENCE LE GAI LOGIS,"93350",Le Bourget,"10",,RESIDENCE,LE GAI LOGIS,FRANCE
,,,,,,"930023841",10 RUE ANNE FRANCK,"93000",Bobigny,"10",,RUE,ANNE FRANCK,FRANCE
,,,,,,"930023842",10 RUE D ORADOUR SUR GLANE,"93230",Romainville,"10",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930023843",10 RUE DE PORT ROYAL,"93100",Montreuil,"10",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023844",102 LA PIAZZA ,"93160",Noisy-le-Grand,"102",,,LA PIAZZA ,FRANCE
,,,,,,"930023845",102 RUE DE LA PIAZZA,"93160",Noisy-le-Grand,"102",,RUE,DE LA PIAZZA,FRANCE
,,,,,,"930023846",103 RUE DU BELVEDERE,"93310",Le Pr̩-Saint-Gervais,"103",,RUE,DU BELVEDERE,FRANCE
,,,,,,"930023847",109 RUE MICHELET,"93400",Saint-Ouen-sur-Seine,"109",,RUE,MICHELET,FRANCE
,,,,,,"930023848",11 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"11",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930023849",11 AVENUE G MONMOUSSEAU,"93240",Stains,"11",,AVENUE,G MONMOUSSEAU,FRANCE
,,,,,,"930023850",11 DE LA DHUYS,"93390",Clichy-sous-Bois,"11",,,DE LA DHUYS,FRANCE
,,,,,,"930023851",11 DOMAINE DE LA DHUIS,"93220",Gagny,"11",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930023852","11 IMPASSE 11, IMPASSE DES VERGERS","93370",Montfermeil,"11",,IMPASSE,"11, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023853",11 PLACE N. NEUBURGER,"93140",Bondy,"11",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930023854",11 RESIDENCE LE GAI LOGIS,"93350",Le Bourget,"11",,RESIDENCE,LE GAI LOGIS,FRANCE
,,,,,,"930023855",11 RUE DE PORT ROYAL,"93100",Montreuil,"11",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023856",11 RUE J.BAPTISTE SEMANAZ,"93310",Le Pr̩-Saint-Gervais,"11",,RUE,J.BAPTISTE SEMANAZ,FRANCE
,,,,,,"930023857",11 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"11",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930023858",11 RUE ST JOHN PERSE,"93420",Villepinte,"11",,RUE,ST JOHN PERSE,FRANCE
,,,,,,"930023859",112 LA PIAZZA ,"93160",Noisy-le-Grand,"112",,,LA PIAZZA ,FRANCE
,,,,,,"930023860",112 RUE DE LA PIAZZA,"93160",Noisy-le-Grand,"112",,RUE,DE LA PIAZZA,FRANCE
,,,,,,"930023861",115 RUE ROGER SALENGRO,"93140",Bondy,"115",,RUE,ROGER SALENGRO,FRANCE
,,,,,,"930023862",116 RUE EDOUARD RENARD,"93000",Bobigny,"116",,RUE,EDOUARD RENARD,FRANCE
,,,,,,"930023863",12 ALLEE BUTTE AUX CAILLES,"93160",Noisy-le-Grand,"12",,ALLEE,BUTTE AUX CAILLES,FRANCE
,,,,,,"930023864",12 ALLEE DE LA HAUTE PIERRE,"93160",Noisy-le-Grand,"12",,ALLEE,DE LA HAUTE PIERRE,FRANCE
,,,,,,"930023865",12 AVENUE CLAUDE BERNARD,"93420",Villepinte,"12",,AVENUE,CLAUDE BERNARD,FRANCE
,,,,,,"930023866",12 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"12",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930023867",12 AVENUE MAX DORMOY,"93140",Bondy,"12",,AVENUE,MAX DORMOY,FRANCE
,,,,,,"930023868",12 BIS RUE EUGENE ET MARIE LOUISE COR,"93500",Pantin,"12",BIS,RUE,EUGENE ET MARIE LOUISE COR,FRANCE
,,,,,,"930023869",12 DE LA DHUYS,"93390",Clichy-sous-Bois,"12",,,DE LA DHUYS,FRANCE
,,,,,,"930023870","12 IMPASSE 12, IMPASSE DES VERGERS","93370",Montfermeil,"12",,IMPASSE,"12, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023871",12 PIERRE MENDES FRANCE,"93190",Livry-Gargan,"12",,,PIERRE MENDES FRANCE,FRANCE
,,,,,,"930023872",12 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"12",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930023873",12 PLACE MARC SANGNIER,"93270",Sevran,"12",,PLACE,MARC SANGNIER,FRANCE
,,,,,,"930023874",12 RUE D ORADOUR SUR GLANE,"93230",Romainville,"12",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930023875",12 RUE EUGENE ET MARIE LOUISE COR,"93500",Pantin,"12",,RUE,EUGENE ET MARIE LOUISE COR,FRANCE
,,,,,,"930023876",13 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"13",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930023877",13 AVENUE G MONMOUSSEAU,"93240",Stains,"13",,AVENUE,G MONMOUSSEAU,FRANCE
,,,,,,"930023878",13 BOULEVARD GUTEMBERG,"93190",Livry-Gargan,"13",,BOULEVARD,GUTEMBERG,FRANCE
,,,,,,"930023879",13 COURS DES MARAICHERS,"93120",La Courneuve,"13",,COURS,DES MARAICHERS,FRANCE
,,,,,,"930023880",13 DE LA DHUYS,"93390",Clichy-sous-Bois,"13",,,DE LA DHUYS,FRANCE
,,,,,,"930023881","13 IMPASSE 13, IMPASSE DES VERGERS","93370",Montfermeil,"13",,IMPASSE,"13, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023882",13 PLACE N. NEUBURGER,"93140",Bondy,"13",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930023883",13 RUE CAMILLE DESMOULINS,"93320",Les Pavillons-sous-Bois,"13",,RUE,CAMILLE DESMOULINS,FRANCE
,,,,,,"930023884",13 RUE DE PORT ROYAL,"93100",Montreuil,"13",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023885",13 RUE DES MARTYRS,"93130",Noisy-le-Sec,"13",,RUE,DES MARTYRS,FRANCE
,,,,,,"930023886",13 RUE J.BAPTISTE SEMANAZ,"93310",Le Pr̩-Saint-Gervais,"13",,RUE,J.BAPTISTE SEMANAZ,FRANCE
,,,,,,"930023887",13 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"13",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930023888",132 LA PIAZZA ,"93160",Noisy-le-Grand,"132",,,LA PIAZZA ,FRANCE
,,,,,,"930023889",132 RUE DE LA PIAZZA,"93160",Noisy-le-Grand,"132",,RUE,DE LA PIAZZA,FRANCE
,,,,,,"930023890",14 AVENUE CLAUDE BERNARD,"93420",Villepinte,"14",,AVENUE,CLAUDE BERNARD,FRANCE
,,,,,,"930023891",14 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"14",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930023892",14 AVENUE MAX DORMOY,"93140",Bondy,"14",,AVENUE,MAX DORMOY,FRANCE
,,,,,,"930023893","14 IMPASSE 14, IMPASSE DES VERGERS","93370",Montfermeil,"14",,IMPASSE,"14, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023894",14 PIERRE MENDES FRANCE,"93190",Livry-Gargan,"14",,,PIERRE MENDES FRANCE,FRANCE
,,,,,,"930023895",14 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"14",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930023896",14 RUE D ORADOUR SUR GLANE,"93230",Romainville,"14",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930023897",14 RUE DE PORT ROYAL,"93100",Montreuil,"14",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023898",142 LA PIAZZA ,"93160",Noisy-le-Grand,"142",,,LA PIAZZA ,FRANCE
,,,,,,"930023899",142 RUE DE LA PIAZZA,"93160",Noisy-le-Grand,"142",,RUE,DE LA PIAZZA,FRANCE
,,,,,,"930023900",15 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"15",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930023901",15 AVENUE G MONMOUSSEAU,"93240",Stains,"15",,AVENUE,G MONMOUSSEAU,FRANCE
,,,,,,"930023902",15 AVENUE HENRY BECQUEREL,"93420",Villepinte,"15",,AVENUE,HENRY BECQUEREL,FRANCE
,,,,,,"930023903",15 BOULEVARD GUTEMBERG,"93190",Livry-Gargan,"15",,BOULEVARD,GUTEMBERG,FRANCE
,,,,,,"930023904","15 IMPASSE 15, IMPASSE DES VERGERS","93370",Montfermeil,"15",,IMPASSE,"15, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023905",15 PLACE DELATTRE DE TASSIGNY,"93220",Gagny,"15",,PLACE,DELATTRE DE TASSIGNY,FRANCE
,,,,,,"930023906",15 PLACE N. NEUBURGER,"93140",Bondy,"15",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930023907",15 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"15",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930023908",156 RUE R. SALENGRO,"93140",Bondy,"156",,RUE,R. SALENGRO,FRANCE
,,,,,,"930023909",16 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"16",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930023910",16 AVENUE MAX DORMOY,"93140",Bondy,"16",,AVENUE,MAX DORMOY,FRANCE
,,,,,,"930023911",16 AVENUE PRADIER,"93700",Drancy,"16",,AVENUE,PRADIER,FRANCE
,,,,,,"930023912",16 B RUE SALVADOR ALLENDE,"93400",Saint-Ouen-sur-Seine,"16",B,RUE,SALVADOR ALLENDE,FRANCE
,,,,,,"930023913","16 IMPASSE 16, IMPASSE DES VERGERS","93370",Montfermeil,"16",,IMPASSE,"16, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023914",16 PIERRE MENDES FRANCE,"93190",Livry-Gargan,"16",,,PIERRE MENDES FRANCE,FRANCE
,,,,,,"930023915",16 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"16",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930023916",16 RUE ,"93380",Pierrefitte-sur-Seine,"16",,RUE,,FRANCE
,,,,,,"930023917",16 RUE D ORADOUR SUR GLANE,"93230",Romainville,"16",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930023918",16 RUE DE PORT ROYAL,"93100",Montreuil,"16",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023919",164 RUE R. SALENGRO,"93140",Bondy,"164",,RUE,R. SALENGRO,FRANCE
,,,,,,"930023920",17 AVENUE HENRY BECQUEREL,"93420",Villepinte,"17",,AVENUE,HENRY BECQUEREL,FRANCE
,,,,,,"930023921","17 IMPASSE 17, IMPASSE DES VERGERS","93370",Montfermeil,"17",,IMPASSE,"17, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023922",17 PLACE DELATTRE DE TASSIGNY,"93220",Gagny,"17",,PLACE,DELATTRE DE TASSIGNY,FRANCE
,,,,,,"930023923",17 PLACE N. NEUBURGER,"93140",Bondy,"17",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930023924",18 AVENUE CLAUDE BERNARD,"93420",Villepinte,"18",,AVENUE,CLAUDE BERNARD,FRANCE
,,,,,,"930023925",18 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"18",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930023926",18 AVENUE MAX DORMOY,"93140",Bondy,"18",,AVENUE,MAX DORMOY,FRANCE
,,,,,,"930023927","18 IMPASSE 18, IMPASSE DES VERGERS","93370",Montfermeil,"18",,IMPASSE,"18, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023928",18 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"18",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930023929",18 RUE DE PORT ROYAL,"93100",Montreuil,"18",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930023930",18 RUE DUMONT D URVILLE,"93270",Sevran,"18",,RUE,DUMONT D URVILLE,FRANCE
,,,,,,"930023931",180 ROUTE DE STALINGRAD,"93700",Drancy,"180",,ROUTE,DE STALINGRAD,FRANCE
,,,,,,"930023932",19 AVENUE HENRY BECQUEREL,"93420",Villepinte,"19",,AVENUE,HENRY BECQUEREL,FRANCE
,,,,,,"930023933",19 AVENUE P VAILLANT COUTURIER,"93240",Stains,"19",,AVENUE,P VAILLANT COUTURIER,FRANCE
,,,,,,"930023934",19 COURS DES MARAICHERS,"93120",La Courneuve,"19",,COURS,DES MARAICHERS,FRANCE
,,,,,,"930023935","19 IMPASSE 19, IMPASSE DES VERGERS","93370",Montfermeil,"19",,IMPASSE,"19, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023936",19 PLACE N. NEUBURGER,"93140",Bondy,"19",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930023937",2 ALLEE FONTAINE AU TONNEAU,"93150",Le Blanc-Mesnil,"2",,ALLEE,FONTAINE AU TONNEAU,FRANCE
,,,,,,"930023938",2 ALLEE MANOUCHIAN,"93270",Sevran,"2",,ALLEE,MANOUCHIAN,FRANCE
,,,,,,"930023939",2 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"2",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930023940",2 DE LA DHUYS,"93390",Clichy-sous-Bois,"2",,,DE LA DHUYS,FRANCE
,,,,,,"930023941",2 DES RENOUILLERES,"93360",Neuilly-Plaisance,"2",,,DES RENOUILLERES,FRANCE
,,,,,,"930023942",2 DOMAINE DE LA DHUIS,"93220",Gagny,"2",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930023943","2 IMPASSE 2, IMPASSE DES VERGERS","93370",Montfermeil,"2",,IMPASSE,"2, IMPASSE DES VERGERS",FRANCE
,,,,,,"930023944",2 PASSE KRASSINE,"93170",Bagnolet,"2",,PASSE,KRASSINE,FRANCE
,,,,,,"930023945",2 PLACE DU 11 NOVEMBRE,"93160",Noisy-le-Grand,"2",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"930023946",2 RUE AUGUSTE POLISSARD LAMART,"93140",Bondy,"2",,RUE,AUGUSTE POLISSARD LAMART,FRANCE
,,,,,,"930023947",2 RUE D ORADOUR SUR GLANE,"93230",Romainville,"2",,RUE,D ORADOUR SUR GLANE,FRANCE
